DealID,Company,InvestorFund,Deal Size Status,DealDate,DealType,DealType2,DealType3,DealSize,Post Valuation,DealSynopsis,DealStatus,Financing Status,Business Status,Investors,PrimaryIndustry,Verticals,Description,HQ Location,Company_norm,IsEntry,IsExit
231412-60T,Harris Data Integrity Solutions,,,2010-03-19,Buyout/LBO,Public to Private,,,,"The company was by Francisco Partners through a public-to-private LBO on March 19, 2010 for an undisclosed amount. The transaction was supported by $60 million of debt financing.",Completed,Private Equity-Backed,Generating Revenue,Francisco Partners,Practice Management (Healthcare),TMT,"Provider of computer information services primarily catering to the healthcare industry. The company offers a range of information systems, tools and services, thereby aiding the changing needs of patients and healthcare organizations.","Niagara Falls, NY",harris data integrity solutions,True,False
163990-81T,Health Management Systems,Veritas Capital Fund VII(Veritas Capital Fund Management),,2021-04-01,Buyout/LBO,Add-on,Public to Private,,3400.0,"The company was acquired by Gainwell Technologies, via its financial sponsor Veritas Capital, through a public-to-private LBO on April 1, 2021 for an undisclosed sum. The transaction values the company at $3.4 billion. The transaction expands Gainwell's capabilities as an analytics-driven healthcare technology provider.",Completed,Private Equity-Backed,Profitable,"Gainwell Technologies(Paul Saleh), Veritas Capital Fund Management(Ramzi Musallam)",Practice Management (Healthcare),"FinTech, TMT","Provider of healthcare technology, analytics and engagement services intended to save time, improve efficiency and member satisfaction. The company's primary offerings include coordination of benefits, payment integrity, eligibility verification, population health management solutions and advisory services that help healthcare organizations reduce costs and improve health outcomes.","Irving, TX",health management systems,True,False
267579-46T,HTL Holdings,Astorg VIII(Astorg),,2024-11-29,Buyout/LBO,Public to Private,,,,"The company was acquired by Astorg through a public-to-private at an undisclosed amount of LBO on November 29, 2024. The transaction was supported by debt financing.",Completed,Private Equity-Backed,Profitable,Astorg(Olivier Lieven),Other Devices and Supplies,"Life Sciences, Manufacturing, TMT","Hamilton Thorne Ltd is engaged in providing precision instruments, consumables, software, and services that reduce cost, increase productivity, improve results, and enable breakthroughs in Assisted Reproductive Technologies (ART), research, and cell biology markets. The company markets its products and services under the Hamilton Thorne, Gynemed, and Embryotech Laboratories brands, through its growing sales force and distributors. The company's customer base consists of fertility clinics, university research centers, animal breeding facilities, pharmaceutical companies, biotechnology companies, and other commercial and academic research establishments. It has a single reporting segment being Engaged in Sales to the ART, Research, and Cell Biology Markets.","Beverly, MA",htl holdings,True,False
95959-45T,Impax Laboratories,,,2018-05-04,Buyout/LBO,Add-on,Public to Private,,,"The company (NAS: IPXL) was acquired by Amneal Pharmaceutical, via its financial sponsor Tarsadia Investments, through a reverse merger, resulting in the combined entity trading on the NYSE Stock Exchange under the ticker symbol AMRX on May 4, 2018. As a result of the transaction, the company will merge with Amneal and Amneal's members will own approximately 75% and Impax shareholders will own approximately 25% of the combined company.",Completed,Private Equity-Backed,Generating Revenue,"Amneal Pharmaceuticals (NAS: AMRX)(Chirag Patel), Tarsadia Investments(Gautam Patel)",Pharmaceuticals,"Life Sciences, Manufacturing","Manufacturer of specialty pharmaceutical and drug delivery products. The company's specialty pharmaceutical and drug delivery products include complex solid dose and alternative dosage form products, as well as specialty pharmaceutical drugs for the treatment of central nervous system disorders, enabling patients to recover from chronic illness.","Hayward, CA",impax laboratories,True,False
10489-15T,Inland Press,,,2005-11-30,Buyout/LBO,Add-on,Public to Private,,,"The company was acquired by Dolan Media, via its financial sponsors ABRY Partners, Caisse de dépôt et placement du Québec, and Noson Lawen Partners through an LBO on November 30, 2005, for an undisclosed amount.",Completed,Private Equity-Backed,Generating Revenue,"Abry Partners, BridgeTower Media(James Dolan), Caisse de dépôt et placement du Québec, Noson Lawen Partners",Printing Services (B2B),TMT,"Detroit Legal News Co is a newspaper publishing company in the United States. The company operates in two lines of business. As Inland Press, it produces and sells sheet-fed commercial printing, principally to customers located in southeastern Michigan. In addition, the company's subsidiary Detroit Legal News Publishing publishes legal newspapers. All newspapers are circulated principally to subscribers in southern Michigan.","Detroit, MI",inland press,True,False
123724-99T,InnovaCare Health,"Athyrium Opportunities Fund III(Athyrium Capital Management), HLM Venture Partners V(HLM Investment Partners), Summit Partners Growth Equity Fund IX(Summit Partners)",,2019-08-23,Buyout/LBO,Public to Private,,,,"The company was acquired through an LBO on August, 23 2019.",Completed,Private Equity-Backed,Generating Revenue,"Athyrium Capital Management, HLM Investment Partners(Peter Grua), Summit Partners(Darren Black)",Managed Care,,"Provider of managed healthcare services intended to increase access to quality and affordable care. The company operates as an integrated, value-based payor and provider service organization that offers healthcare services through its integrated portfolio of health plans, medical service organizations and clinical networks to patients, providers and other partners, thereby improving the lives of patients.","Orlando, FL",innovacare health,True,False
10124-02T,Inoveris,ComVest Investment Partners I(Comvest Partners),,2003-12-23,Buyout/LBO,Public to Private,,,,"The company was acquired by Comvest Partners through a public-to-private LBO on December 23, 2003 for an undisclosed sum.",Completed,Private Equity-Backed,Bankruptcy: Admin/Reorg,Comvest Partners(Michael Falk),Storage (IT),"Manufacturing, TMT","Manufacturer of optical discs and information storage and distribution products based in Dublin, Ohio. The company offers utilize disc reading technology and distribution products.","Dublin, OH",inoveris,True,False
155972-17T,Interliant,,,2003-05-14,Buyout/LBO,Add-on,Public to Private,,,"The company was acquired by Navisite, via its financial sponsor Dell Ventures, through an LBO on May 14, 2003 for an undisclosed sum. As a result of this transaction the company was privatized.",Completed,Private Equity-Backed,Generating Revenue,"Dell Ventures, Navisite",Systems and Information Management,TMT,"Provider of information technology services headquartered in Woburn, Massachusetts. The company offers services including managed messaging, managed hosting, Web hosting, security, and professional consulting services to it clients","Woburn, MA",interliant,True,False
243113-14T,Invacare,"Alpinvest C Fund(Carlyle AlpInvest), Nordic Capital Fund IX(Nordic Capital)",,2022-08-01,Buyout/LBO,Add-on,Public to Private,,,"The company was acquired by Sunrise Medical, via its financial sponsors Nordic Capital and AlpInvest Partners public-to-private LBO in August 2022 for an undisclosed amount.",Completed,Private Equity-Backed,Generating Revenue,"Carlyle AlpInvest, Nordic Capital(Fredrik Naslund), Sunrise Medical",Therapeutic Devices,Manufacturing,"Manufacturer and distributor of home and long-term care medical products dedicated to promoting recovery and active lifestyles. The company offers home medical equipment, residential living operators, distributors, and government health services, enabling its customers to access long-term care medical products that promote recovery and active lifestyles.","Elyria, OH",invacare,True,False
76920-76T,Iron Mountain Off-Site Data Protection,,,,Buyout/LBO,Public to Private,,,,The company (NASDAQ: ARCS) was acquired by undisclosed private equity investors through an LBO.,Completed,Private Equity-Backed,Generating Revenue,,Systems and Information Management,TMT,"Provider of data protection services. The company provides off-site data protection and related services based in Boston, Massachusetts.","Boston, MA",iron mountain off site data protection,True,False
